DATE,DEXBZUS
2009-05-01,2.1818800000000000
2009-05-08,2.1170200000000000
2009-05-15,2.0795800000000000
2009-05-22,2.0419600000000000
2009-05-29,2.0030250000000000
2009-06-05,1.9478200000000000
2009-06-12,1.9484400000000000
2009-06-19,1.9592200000000000
2009-06-26,1.9778000000000000
2009-07-03,1.9519200000000000
2009-07-10,1.9896000000000000
2009-07-17,1.9523200000000000
2009-07-24,1.9003000000000000
2009-07-31,1.8812400000000000
2009-08-07,1.8297000000000000
2009-08-14,1.8412600000000000
2009-08-21,1.8484600000000000
2009-08-28,1.8569000000000000
2009-09-04,1.8752000000000000
2009-09-11,1.8218750000000000
2009-09-18,1.8075800000000000
2009-09-25,1.8013800000000000
2009-10-02,1.7831600000000000
2009-10-09,1.7530600000000000
2009-10-16,1.7111250000000000
2009-10-23,1.7275200000000000
2009-10-30,1.7368000000000000
2009-11-06,1.7326200000000000
2009-11-13,1.7175750000000000
2009-11-20,1.7210000000000000
2009-11-27,1.7300750000000000
2009-12-04,1.7247400000000000
2009-12-11,1.7544600000000000
2009-12-18,1.7647800000000000
2009-12-25,1.7717500000000000
2010-01-01,1.7403250000000000
2010-01-08,1.7307800000000000
2010-01-15,1.7516400000000000
2010-01-22,1.7979500000000000
2010-01-29,1.8495000000000000
2010-02-05,1.8637400000000000
2010-02-12,1.8569600000000000
2010-02-19,1.8257000000000000
2010-02-26,1.8183600000000000
2010-03-05,1.7846400000000000
2010-03-12,1.7755400000000000
2010-03-19,1.7763600000000000
2010-03-26,1.7995200000000000
2010-04-02,1.7834000000000000
2010-04-09,1.7660400000000000
2010-04-16,1.7528200000000000
2010-04-23,1.7590200000000000
2010-04-30,1.7459800000000000
2010-05-07,1.7883800000000000
2010-05-14,1.7807400000000000
2010-05-21,1.8413200000000000
2010-05-28,1.8461800000000000
2010-06-04,1.8278000000000000
2010-06-11,1.8364800000000000
2010-06-18,1.7863000000000000
2010-06-25,1.7779800000000000
2010-07-02,1.7909800000000000
2010-07-09,1.7629000000000000
2010-07-16,1.7666800000000000
2010-07-23,1.7727600000000000
2010-07-30,1.7641200000000000
2010-08-06,1.7552000000000000
2010-08-13,1.7645200000000000
2010-08-20,1.7569400000000000
2010-08-27,1.7605000000000000
2010-09-03,1.7416400000000000
2010-09-10,1.7237250000000000
2010-09-17,1.7144200000000000
2010-09-24,1.7193200000000000
2010-10-01,1.6993800000000000
2010-10-08,1.6777400000000000
2010-10-15,1.6620000000000000
2010-10-22,1.6834600000000000
2010-10-29,1.7079200000000000
2010-11-05,1.6936200000000000
2010-11-12,1.7062750000000000
2010-11-19,1.7232400000000000
2010-11-26,1.7274750000000000
2010-12-03,1.7066400000000000
2010-12-10,1.6961000000000000
2010-12-17,1.7032000000000000
2010-12-24,1.6986750000000000
2010-12-31,1.6809000000000000
2011-01-07,1.6712600000000000
2011-01-14,1.6813200000000000
2011-01-21,1.6717250000000000
2011-01-28,1.6733600000000000
2011-02-04,1.6684200000000000
2011-02-11,1.6681000000000000
2011-02-18,1.6663800000000000
2011-02-25,1.6652750000000000
2011-03-04,1.6556000000000000
2011-03-11,1.6565600000000000
2011-03-18,1.6693200000000000
2011-03-25,1.6600800000000000
2011-04-01,1.6373400000000000
2011-04-08,1.5978600000000000
2011-04-15,1.5830800000000000
2011-04-22,1.5745600000000000
2011-04-29,1.5712400000000000
2011-05-06,1.5963800000000000
2011-05-13,1.6208600000000000
2011-05-20,1.6210000000000000
